"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","AUT","Austria","2018","2018",85,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","AUT","Austria","2019","2019",85,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","AUT","Austria","2020","2020",85,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","AUT","Austria","2021","2021",85,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2010","2010",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2011","2011",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2012","2012",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2013","2013",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2014","2014",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2015","2015",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2016","2016",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2017","2017",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2018","2018",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2019","2019",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2020","2020",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","BEL","Belgium","2021","2021",97,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2010","2010",56,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2011","2011",70,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2012","2012",70,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2013","2013",55,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2014","2014",55,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2015","2015",69,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2016","2016",70,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2017","2017",71,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2018","2018",71,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2019","2019",84,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2020","2020",84,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CAN","Canada","2021","2021",84,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2010","2010",99.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2011","2011",99.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2012","2012",99.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2013","2013",99.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2014","2014",99.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2015","2015",97.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2016","2016",95.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2017","2017",94.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2018","2018",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2019","2019",96.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2020","2020",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2021","2021",93.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","CZE","Czechia","2022","2022",93.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2010","2010",64,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2011","2011",74,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2012","2012",78,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2013","2013",82,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2014","2014",83,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2015","2015",88,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2016","2016",88.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2017","2017",90,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2018","2018",91.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2019","2019",91,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2020","2020",91,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2021","2021",91,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","FRA","France","2022","2022",95.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2010","2010",90.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2011","2011",86.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2012","2012",86.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2013","2013",86.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2014","2014",88,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2015","2015",88.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2016","2016",87.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2017","2017",87.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2018","2018",86.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2019","2019",87.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2020","2020",87.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","DEU","Germany","2021","2021",87.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2010","2010",95,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2011","2011",95,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2012","2012",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2013","2013",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2014","2014",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2015","2015",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2016","2016",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2017","2017",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2018","2018",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2019","2019",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2020","2020",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","GRC","Greece","2021","2021",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2010","2010",94,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2011","2011",95,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2012","2012",95.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2013","2013",95,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2014","2014",95.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2015","2015",95.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2016","2016",95,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2017","2017",94.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2018","2018",94.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2019","2019",93.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2020","2020",94.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2021","2021",93.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","IRL","Ireland","2022","2022",92.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2010","2010",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2011","2011",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2012","2012",96.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2013","2013",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2014","2014",95,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2015","2015",93.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2016","2016",93,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2017","2017",94.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2018","2018",94.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2019","2019",94.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2020","2020",93.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","ITA","Italy","2021","2021",93.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","JPN","Japan","2019","2019",99,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","JPN","Japan","2020","2020",92.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","JPN","Japan","2021","2021",95.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2010","2010",88.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2011","2011",91.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2012","2012",95.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2013","2013",97.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2014","2014",98,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2015","2015",98.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2016","2016",98.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2017","2017",97.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2018","2018",97.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2019","2019",97.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2020","2020",97.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2021","2021",97.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","KOR","Korea","2022","2022",97.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2010","2010",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2011","2011",95,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2012","2012",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2013","2013",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2014","2014",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2015","2015",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2016","2016",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2017","2017",94,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2018","2018",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2019","2019",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2020","2020",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","LUX","Luxembourg","2021","2021",96,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2010","2010",92.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2011","2011",97.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2012","2012",99,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2013","2013",79.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2014","2014",84.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2015","2015",82.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2016","2016",93.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2017","2017",58.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2018","2018",55,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2019","2019",56,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2020","2020",91.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2021","2021",79.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","MEX","Mexico","2022","2022",83.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2010","2010",19.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2011","2011",19.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2012","2012",20,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2013","2013",51.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2014","2014",94.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2015","2015",93.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2016","2016",93.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2017","2017",92.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2018","2018",92,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2019","2019",92.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2020","2020",93,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2021","2021",92.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NLD","Netherlands","2022","2022",88.2,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2010","2010",93.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2011","2011",94.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2012","2012",93.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2013","2013",93,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2014","2014",92.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2015","2015",92.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2016","2016",92.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2017","2017",93.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2018","2018",92.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2019","2019",91.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2020","2020",92,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2021","2021",89.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NZL","New Zealand","2022","2022",89.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NOR","Norway","2019","2019",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NOR","Norway","2020","2020",96.6,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NOR","Norway","2021","2021",96.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","NOR","Norway","2022","2022",96.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2010","2010",97.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2011","2011",98,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2012","2012",97.3,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2013","2013",96.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2014","2014",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2015","2015",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2016","2016",95,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2017","2017",92.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2018","2018",90.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2019","2019",91,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2020","2020",90,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","POL","Poland","2021","2021",90,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2010","2010",97,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2011","2011",97,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2012","2012",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2013","2013",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2014","2014",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2015","2015",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2016","2016",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2017","2017",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2018","2018",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2019","2019",98,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2020","2020",99,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","PRT","Portugal","2021","2021",99,"E","Estimated value"
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2010","2010",99.1,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2011","2011",99,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2012","2012",98.7,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2013","2013",97.9,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2014","2014",96.8,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2015","2015",96,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2016","2016",96.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2017","2017",96.4,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2018","2018",96.5,,
"ACATHEPB","Immunisation: Hepatitis B","ENFANTTX","% of children immunised","SVK","Slovak Republic","2019","2019",96.7,,
