"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ISL","Iceland","2021","2021",65,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ISL","Iceland","2022","2022",62,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2011","2011",60.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2012","2012",67.9,"B; D","Break; Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2013","2013",74.7,"B; D","Break; Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2014","2014",77,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2015","2015",78.7,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2016","2016",79.7,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2017","2017",80.2,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2018","2018",79.7,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2019","2019",79.2,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2020","2020",78.7,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","IRL","Ireland","2021","2021",72.9,"D; P","Difference in methodology; Provisional value"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2010","2010",40,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2011","2011",41.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2012","2012",41,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2013","2013",41.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2014","2014",40.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2015","2015",39.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2016","2016",40.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2017","2017",40.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2018","2018",39.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2019","2019",38.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2020","2020",34.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","ITA","Italy","2021","2021",39.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2010","2010",43.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2011","2011",48.4,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2012","2012",48.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2013","2013",51.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2014","2014",55.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2015","2015",57.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2016","2016",55.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2017","2017",57.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2018","2018",59.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2019","2019",62.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2020","2020",57,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","KOR","Korea","2021","2021",64.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2013","2013",50.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2014","2014",67.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2015","2015",75.4,"B","Break"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2016","2016",76,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2017","2017",76.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2018","2018",74.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2019","2019",69.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2020","2020",61.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","LUX","Luxembourg","2021","2021",60.8,"P","Provisional value"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2010","2010",57,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2011","2011",58.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2012","2012",60.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2013","2013",60.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2014","2014",56.8,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2015","2015",54.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2016","2016",53.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2017","2017",53.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2018","2018",53.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2019","2019",45.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","MEX","Mexico","2020","2020",35.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2010","2010",65.5,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2011","2011",66.2,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2012","2012",65.2,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2013","2013",66.2,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2014","2014",64.6,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2015","2015",64.4,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2016","2016",60.3,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2017","2017",57,"B; D","Break; Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2018","2018",57.6,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2019","2019",56,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2020","2020",49.7,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NLD","Netherlands","2021","2021",54.8,"D","Difference in methodology"
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2010","2010",77.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2011","2011",77.4,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2012","2012",77.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2013","2013",77.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2014","2014",76.4,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2015","2015",76.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2016","2016",75.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2017","2017",74.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2018","2018",73.4,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2019","2019",71.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2020","2020",69.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2021","2021",68.6,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NZL","New Zealand","2022","2022",67.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2010","2010",76.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2011","2011",76.2,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2012","2012",75.9,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2013","2013",74.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2014","2014",73.5,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2015","2015",74.1,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2016","2016",74.4,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2017","2017",70,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2018","2018",76.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","NOR","Norway","2019","2019",78,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","POL","Poland","2019","2019",15.7,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","POL","Poland","2020","2020",13.3,,
"SCRNCRCP","Cervical cancer screening, programme data","FECSCRTX","% of females aged 20-69 screened","POL","Poland","2021","2021",12.1,,
